,FID,geometry,sim_0
274,274,"POLYGON ((185125.86896790686 5932085.416192899, 205125.86896790686 5932085.416192899, 205125.86896790686 5912085.416192899, 185125.86896790686 5912085.416192899, 185125.86896790686 5932085.416192899))",0
275,275,"POLYGON ((185125.86896790686 5912085.416192899, 205125.86896790686 5912085.416192899, 205125.86896790686 5892085.416192899, 185125.86896790686 5892085.416192899, 185125.86896790686 5912085.416192899))",0
276,276,"POLYGON ((185125.86896790686 5892085.416192899, 205125.86896790686 5892085.416192899, 205125.86896790686 5872085.416192899, 185125.86896790686 5872085.416192899, 185125.86896790686 5892085.416192899))",0
277,277,"POLYGON ((185125.86896790686 5872085.416192899, 205125.86896790686 5872085.416192899, 205125.86896790686 5852085.416192899, 185125.86896790686 5852085.416192899, 185125.86896790686 5872085.416192899))",0
278,278,"POLYGON ((185125.86896790686 5852085.416192899, 205125.86896790686 5852085.416192899, 205125.86896790686 5832085.416192899, 185125.86896790686 5832085.416192899, 185125.86896790686 5852085.416192899))",0
279,279,"POLYGON ((185125.86896790686 5832085.416192899, 205125.86896790686 5832085.416192899, 205125.86896790686 5812085.416192899, 185125.86896790686 5812085.416192899, 185125.86896790686 5832085.416192899))",0
280,280,"POLYGON ((205125.86896790686 6612085.416192899, 225125.86896790686 6612085.416192899, 225125.86896790686 6592085.416192899, 205125.86896790686 6592085.416192899, 205125.86896790686 6612085.416192899))",0
281,281,"POLYGON ((205125.86896790686 6592085.416192899, 225125.86896790686 6592085.416192899, 225125.86896790686 6572085.416192899, 205125.86896790686 6572085.416192899, 205125.86896790686 6592085.416192899))",0
282,282,"POLYGON ((205125.86896790686 6572085.416192899, 225125.86896790686 6572085.416192899, 225125.86896790686 6552085.416192899, 205125.86896790686 6552085.416192899, 205125.86896790686 6572085.416192899))",0
283,283,"POLYGON ((205125.86896790686 6552085.416192899, 225125.86896790686 6552085.416192899, 225125.86896790686 6532085.416192899, 205125.86896790686 6532085.416192899, 205125.86896790686 6552085.416192899))",0
284,284,"POLYGON ((205125.86896790686 6532085.416192899, 225125.86896790686 6532085.416192899, 225125.86896790686 6512085.416192899, 205125.86896790686 6512085.416192899, 205125.86896790686 6532085.416192899))",0
285,285,"POLYGON ((205125.86896790686 6512085.416192899, 225125.86896790686 6512085.416192899, 225125.86896790686 6492085.416192899, 205125.86896790686 6492085.416192899, 205125.86896790686 6512085.416192899))",0
286,286,"POLYGON ((205125.86896790686 6492085.416192899, 225125.86896790686 6492085.416192899, 225125.86896790686 6472085.416192899, 205125.86896790686 6472085.416192899, 205125.86896790686 6492085.416192899))",0
287,287,"POLYGON ((205125.86896790686 6472085.416192899, 225125.86896790686 6472085.416192899, 225125.86896790686 6452085.416192899, 205125.86896790686 6452085.416192899, 205125.86896790686 6472085.416192899))",0
288,288,"POLYGON ((205125.86896790686 6452085.416192899, 225125.86896790686 6452085.416192899, 225125.86896790686 6432085.416192899, 205125.86896790686 6432085.416192899, 205125.86896790686 6452085.416192899))",0
289,289,"POLYGON ((205125.86896790686 6432085.416192899, 225125.86896790686 6432085.416192899, 225125.86896790686 6412085.416192899, 205125.86896790686 6412085.416192899, 205125.86896790686 6432085.416192899))",0
290,290,"POLYGON ((205125.86896790686 6412085.416192899, 225125.86896790686 6412085.416192899, 225125.86896790686 6392085.416192899, 205125.86896790686 6392085.416192899, 205125.86896790686 6412085.416192899))",0
291,291,"POLYGON ((205125.86896790686 6392085.416192899, 225125.86896790686 6392085.416192899, 225125.86896790686 6372085.416192899, 205125.86896790686 6372085.416192899, 205125.86896790686 6392085.416192899))",0
292,292,"POLYGON ((205125.86896790686 6372085.416192899, 225125.86896790686 6372085.416192899, 225125.86896790686 6352085.416192899, 205125.86896790686 6352085.416192899, 205125.86896790686 6372085.416192899))",0
293,293,"POLYGON ((205125.86896790686 6352085.416192899, 225125.86896790686 6352085.416192899, 225125.86896790686 6332085.416192899, 205125.86896790686 6332085.416192899, 205125.86896790686 6352085.416192899))",0
294,294,"POLYGON ((205125.86896790686 6332085.416192899, 225125.86896790686 6332085.416192899, 225125.86896790686 6312085.416192899, 205125.86896790686 6312085.416192899, 205125.86896790686 6332085.416192899))",0
295,295,"POLYGON ((205125.86896790686 6312085.416192899, 225125.86896790686 6312085.416192899, 225125.86896790686 6292085.416192899, 205125.86896790686 6292085.416192899, 205125.86896790686 6312085.416192899))",0
296,296,"POLYGON ((205125.86896790686 6292085.416192899, 225125.86896790686 6292085.416192899, 225125.86896790686 6272085.416192899, 205125.86896790686 6272085.416192899, 205125.86896790686 6292085.416192899))",3
297,297,"POLYGON ((205125.86896790686 6272085.416192899, 225125.86896790686 6272085.416192899, 225125.86896790686 6252085.416192899, 205125.86896790686 6252085.416192899, 205125.86896790686 6272085.416192899))",1
298,298,"POLYGON ((205125.86896790686 6252085.416192899, 225125.86896790686 6252085.416192899, 225125.86896790686 6232085.416192899, 205125.86896790686 6232085.416192899, 205125.86896790686 6252085.416192899))",0
299,299,"POLYGON ((205125.86896790686 6232085.416192899, 225125.86896790686 6232085.416192899, 225125.86896790686 6212085.416192899, 205125.86896790686 6212085.416192899, 205125.86896790686 6232085.416192899))",0
300,300,"POLYGON ((205125.86896790686 6212085.416192899, 225125.86896790686 6212085.416192899, 225125.86896790686 6192085.416192899, 205125.86896790686 6192085.416192899, 205125.86896790686 6212085.416192899))",0
301,301,"POLYGON ((205125.86896790686 6192085.416192899, 225125.86896790686 6192085.416192899, 225125.86896790686 6172085.416192899, 205125.86896790686 6172085.416192899, 205125.86896790686 6192085.416192899))",0
302,302,"POLYGON ((205125.86896790686 6172085.416192899, 225125.86896790686 6172085.416192899, 225125.86896790686 6152085.416192899, 205125.86896790686 6152085.416192899, 205125.86896790686 6172085.416192899))",0
303,303,"POLYGON ((205125.86896790686 6152085.416192899, 225125.86896790686 6152085.416192899, 225125.86896790686 6132085.416192899, 205125.86896790686 6132085.416192899, 205125.86896790686 6152085.416192899))",0
304,304,"POLYGON ((205125.86896790686 6132085.416192899, 225125.86896790686 6132085.416192899, 225125.86896790686 6112085.416192899, 205125.86896790686 6112085.416192899, 205125.86896790686 6132085.416192899))",0
305,305,"POLYGON ((205125.86896790686 6112085.416192899, 225125.86896790686 6112085.416192899, 225125.86896790686 6092085.416192899, 205125.86896790686 6092085.416192899, 205125.86896790686 6112085.416192899))",0
306,306,"POLYGON ((205125.86896790686 6092085.416192899, 225125.86896790686 6092085.416192899, 225125.86896790686 6072085.416192899, 205125.86896790686 6072085.416192899, 205125.86896790686 6092085.416192899))",0
307,307,"POLYGON ((205125.86896790686 6072085.416192899, 225125.86896790686 6072085.416192899, 225125.86896790686 6052085.416192899, 205125.86896790686 6052085.416192899, 205125.86896790686 6072085.416192899))",0
308,308,"POLYGON ((205125.86896790686 6052085.416192899, 225125.86896790686 6052085.416192899, 225125.86896790686 6032085.416192899, 205125.86896790686 6032085.416192899, 205125.86896790686 6052085.416192899))",0
309,309,"POLYGON ((205125.86896790686 6032085.416192899, 225125.86896790686 6032085.416192899, 225125.86896790686 6012085.416192899, 205125.86896790686 6012085.416192899, 205125.86896790686 6032085.416192899))",0
310,310,"POLYGON ((205125.86896790686 6012085.416192899, 225125.86896790686 6012085.416192899, 225125.86896790686 5992085.416192899, 205125.86896790686 5992085.416192899, 205125.86896790686 6012085.416192899))",0
311,311,"POLYGON ((205125.86896790686 5992085.416192899, 225125.86896790686 5992085.416192899, 225125.86896790686 5972085.416192899, 205125.86896790686 5972085.416192899, 205125.86896790686 5992085.416192899))",0
312,312,"POLYGON ((205125.86896790686 5972085.416192899, 225125.86896790686 5972085.416192899, 225125.86896790686 5952085.416192899, 205125.86896790686 5952085.416192899, 205125.86896790686 5972085.416192899))",0
313,313,"POLYGON ((205125.86896790686 5952085.416192899, 225125.86896790686 5952085.416192899, 225125.86896790686 5932085.416192899, 205125.86896790686 5932085.416192899, 205125.86896790686 5952085.416192899))",0
314,314,"POLYGON ((205125.86896790686 5932085.416192899, 225125.86896790686 5932085.416192899, 225125.86896790686 5912085.416192899, 205125.86896790686 5912085.416192899, 205125.86896790686 5932085.416192899))",0
315,315,"POLYGON ((205125.86896790686 5912085.416192899, 225125.86896790686 5912085.416192899, 225125.86896790686 5892085.416192899, 205125.86896790686 5892085.416192899, 205125.86896790686 5912085.416192899))",0
316,316,"POLYGON ((205125.86896790686 5892085.416192899, 225125.86896790686 5892085.416192899, 225125.86896790686 5872085.416192899, 205125.86896790686 5872085.416192899, 205125.86896790686 5892085.416192899))",0
317,317,"POLYGON ((205125.86896790686 5872085.416192899, 225125.86896790686 5872085.416192899, 225125.86896790686 5852085.416192899, 205125.86896790686 5852085.416192899, 205125.86896790686 5872085.416192899))",0
318,318,"POLYGON ((205125.86896790686 5852085.416192899, 225125.86896790686 5852085.416192899, 225125.86896790686 5832085.416192899, 205125.86896790686 5832085.416192899, 205125.86896790686 5852085.416192899))",0
319,319,"POLYGON ((205125.86896790686 5832085.416192899, 225125.86896790686 5832085.416192899, 225125.86896790686 5812085.416192899, 205125.86896790686 5812085.416192899, 205125.86896790686 5832085.416192899))",0
320,320,"POLYGON ((225125.86896790686 6612085.416192899, 245125.86896790686 6612085.416192899, 245125.86896790686 6592085.416192899, 225125.86896790686 6592085.416192899, 225125.86896790686 6612085.416192899))",0
321,321,"POLYGON ((225125.86896790686 6592085.416192899, 245125.86896790686 6592085.416192899, 245125.86896790686 6572085.416192899, 225125.86896790686 6572085.416192899, 225125.86896790686 6592085.416192899))",0
322,322,"POLYGON ((225125.86896790686 6572085.416192899, 245125.86896790686 6572085.416192899, 245125.86896790686 6552085.416192899, 225125.86896790686 6552085.416192899, 225125.86896790686 6572085.416192899))",0
323,323,"POLYGON ((225125.86896790686 6552085.416192899, 245125.86896790686 6552085.416192899, 245125.86896790686 6532085.416192899, 225125.86896790686 6532085.416192899, 225125.86896790686 6552085.416192899))",0
324,324,"POLYGON ((225125.86896790686 6532085.416192899, 245125.86896790686 6532085.416192899, 245125.86896790686 6512085.416192899, 225125.86896790686 6512085.416192899, 225125.86896790686 6532085.416192899))",0
325,325,"POLYGON ((225125.86896790686 6512085.416192899, 245125.86896790686 6512085.416192899, 245125.86896790686 6492085.416192899, 225125.86896790686 6492085.416192899, 225125.86896790686 6512085.416192899))",0
326,326,"POLYGON ((225125.86896790686 6492085.416192899, 245125.86896790686 6492085.416192899, 245125.86896790686 6472085.416192899, 225125.86896790686 6472085.416192899, 225125.86896790686 6492085.416192899))",0
327,327,"POLYGON ((225125.86896790686 6472085.416192899, 245125.86896790686 6472085.416192899, 245125.86896790686 6452085.416192899, 225125.86896790686 6452085.416192899, 225125.86896790686 6472085.416192899))",0
328,328,"POLYGON ((225125.86896790686 6452085.416192899, 245125.86896790686 6452085.416192899, 245125.86896790686 6432085.416192899, 225125.86896790686 6432085.416192899, 225125.86896790686 6452085.416192899))",0
329,329,"POLYGON ((225125.86896790686 6432085.416192899, 245125.86896790686 6432085.416192899, 245125.86896790686 6412085.416192899, 225125.86896790686 6412085.416192899, 225125.86896790686 6432085.416192899))",0
330,330,"POLYGON ((225125.86896790686 6412085.416192899, 245125.86896790686 6412085.416192899, 245125.86896790686 6392085.416192899, 225125.86896790686 6392085.416192899, 225125.86896790686 6412085.416192899))",0
331,331,"POLYGON ((225125.86896790686 6392085.416192899, 245125.86896790686 6392085.416192899, 245125.86896790686 6372085.416192899, 225125.86896790686 6372085.416192899, 225125.86896790686 6392085.416192899))",0
332,332,"POLYGON ((225125.86896790686 6372085.416192899, 245125.86896790686 6372085.416192899, 245125.86896790686 6352085.416192899, 225125.86896790686 6352085.416192899, 225125.86896790686 6372085.416192899))",0
333,333,"POLYGON ((225125.86896790686 6352085.416192899, 245125.86896790686 6352085.416192899, 245125.86896790686 6332085.416192899, 225125.86896790686 6332085.416192899, 225125.86896790686 6352085.416192899))",0
334,334,"POLYGON ((225125.86896790686 6332085.416192899, 245125.86896790686 6332085.416192899, 245125.86896790686 6312085.416192899, 225125.86896790686 6312085.416192899, 225125.86896790686 6332085.416192899))",0
335,335,"POLYGON ((225125.86896790686 6312085.416192899, 245125.86896790686 6312085.416192899, 245125.86896790686 6292085.416192899, 225125.86896790686 6292085.416192899, 225125.86896790686 6312085.416192899))",0
336,336,"POLYGON ((225125.86896790686 6292085.416192899, 245125.86896790686 6292085.416192899, 245125.86896790686 6272085.416192899, 225125.86896790686 6272085.416192899, 225125.86896790686 6292085.416192899))",0
337,337,"POLYGON ((225125.86896790686 6272085.416192899, 245125.86896790686 6272085.416192899, 245125.86896790686 6252085.416192899, 225125.86896790686 6252085.416192899, 225125.86896790686 6272085.416192899))",0
338,338,"POLYGON ((225125.86896790686 6252085.416192899, 245125.86896790686 6252085.416192899, 245125.86896790686 6232085.416192899, 225125.86896790686 6232085.416192899, 225125.86896790686 6252085.416192899))",0
339,339,"POLYGON ((225125.86896790686 6232085.416192899, 245125.86896790686 6232085.416192899, 245125.86896790686 6212085.416192899, 225125.86896790686 6212085.416192899, 225125.86896790686 6232085.416192899))",1
340,340,"POLYGON ((225125.86896790686 6212085.416192899, 245125.86896790686 6212085.416192899, 245125.86896790686 6192085.416192899, 225125.86896790686 6192085.416192899, 225125.86896790686 6212085.416192899))",0
341,341,"POLYGON ((225125.86896790686 6192085.416192899, 245125.86896790686 6192085.416192899, 245125.86896790686 6172085.416192899, 225125.86896790686 6172085.416192899, 225125.86896790686 6192085.416192899))",0
342,342,"POLYGON ((225125.86896790686 6172085.416192899, 245125.86896790686 6172085.416192899, 245125.86896790686 6152085.416192899, 225125.86896790686 6152085.416192899, 225125.86896790686 6172085.416192899))",0
343,343,"POLYGON ((225125.86896790686 6152085.416192899, 245125.86896790686 6152085.416192899, 245125.86896790686 6132085.416192899, 225125.86896790686 6132085.416192899, 225125.86896790686 6152085.416192899))",0
344,344,"POLYGON ((225125.86896790686 6132085.416192899, 245125.86896790686 6132085.416192899, 245125.86896790686 6112085.416192899, 225125.86896790686 6112085.416192899, 225125.86896790686 6132085.416192899))",0
345,345,"POLYGON ((225125.86896790686 6112085.416192899, 245125.86896790686 6112085.416192899, 245125.86896790686 6092085.416192899, 225125.86896790686 6092085.416192899, 225125.86896790686 6112085.416192899))",0
346,346,"POLYGON ((225125.86896790686 6092085.416192899, 245125.86896790686 6092085.416192899, 245125.86896790686 6072085.416192899, 225125.86896790686 6072085.416192899, 225125.86896790686 6092085.416192899))",0
347,347,"POLYGON ((225125.86896790686 6072085.416192899, 245125.86896790686 6072085.416192899, 245125.86896790686 6052085.416192899, 225125.86896790686 6052085.416192899, 225125.86896790686 6072085.416192899))",0
348,348,"POLYGON ((225125.86896790686 6052085.416192899, 245125.86896790686 6052085.416192899, 245125.86896790686 6032085.416192899, 225125.86896790686 6032085.416192899, 225125.86896790686 6052085.416192899))",0
349,349,"POLYGON ((225125.86896790686 6032085.416192899, 245125.86896790686 6032085.416192899, 245125.86896790686 6012085.416192899, 225125.86896790686 6012085.416192899, 225125.86896790686 6032085.416192899))",0
350,350,"POLYGON ((225125.86896790686 6012085.416192899, 245125.86896790686 6012085.416192899, 245125.86896790686 5992085.416192899, 225125.86896790686 5992085.416192899, 225125.86896790686 6012085.416192899))",0
351,351,"POLYGON ((225125.86896790686 5992085.416192899, 245125.86896790686 5992085.416192899, 245125.86896790686 5972085.416192899, 225125.86896790686 5972085.416192899, 225125.86896790686 5992085.416192899))",0
352,352,"POLYGON ((225125.86896790686 5972085.416192899, 245125.86896790686 5972085.416192899, 245125.86896790686 5952085.416192899, 225125.86896790686 5952085.416192899, 225125.86896790686 5972085.416192899))",0
353,353,"POLYGON ((225125.86896790686 5952085.416192899, 245125.86896790686 5952085.416192899, 245125.86896790686 5932085.416192899, 225125.86896790686 5932085.416192899, 225125.86896790686 5952085.416192899))",0
354,354,"POLYGON ((225125.86896790686 5932085.416192899, 245125.86896790686 5932085.416192899, 245125.86896790686 5912085.416192899, 225125.86896790686 5912085.416192899, 225125.86896790686 5932085.416192899))",0
355,355,"POLYGON ((225125.86896790686 5912085.416192899, 245125.86896790686 5912085.416192899, 245125.86896790686 5892085.416192899, 225125.86896790686 5892085.416192899, 225125.86896790686 5912085.416192899))",0
356,356,"POLYGON ((225125.86896790686 5892085.416192899, 245125.86896790686 5892085.416192899, 245125.86896790686 5872085.416192899, 225125.86896790686 5872085.416192899, 225125.86896790686 5892085.416192899))",0
357,357,"POLYGON ((225125.86896790686 5872085.416192899, 245125.86896790686 5872085.416192899, 245125.86896790686 5852085.416192899, 225125.86896790686 5852085.416192899, 225125.86896790686 5872085.416192899))",0
358,358,"POLYGON ((225125.86896790686 5852085.416192899, 245125.86896790686 5852085.416192899, 245125.86896790686 5832085.416192899, 225125.86896790686 5832085.416192899, 225125.86896790686 5852085.416192899))",0
359,359,"POLYGON ((225125.86896790686 5832085.416192899, 245125.86896790686 5832085.416192899, 245125.86896790686 5812085.416192899, 225125.86896790686 5812085.416192899, 225125.86896790686 5832085.416192899))",0
360,360,"POLYGON ((245125.86896790686 6612085.416192899, 265125.86896790686 6612085.416192899, 265125.86896790686 6592085.416192899, 245125.86896790686 6592085.416192899, 245125.86896790686 6612085.416192899))",0
361,361,"POLYGON ((245125.86896790686 6592085.416192899, 265125.86896790686 6592085.416192899, 265125.86896790686 6572085.416192899, 245125.86896790686 6572085.416192899, 245125.86896790686 6592085.416192899))",0
362,362,"POLYGON ((245125.86896790686 6572085.416192899, 265125.86896790686 6572085.416192899, 265125.86896790686 6552085.416192899, 245125.86896790686 6552085.416192899, 245125.86896790686 6572085.416192899))",0
363,363,"POLYGON ((245125.86896790686 6552085.416192899, 265125.86896790686 6552085.416192899, 265125.86896790686 6532085.416192899, 245125.86896790686 6532085.416192899, 245125.86896790686 6552085.416192899))",0
364,364,"POLYGON ((245125.86896790686 6532085.416192899, 265125.86896790686 6532085.416192899, 265125.86896790686 6512085.416192899, 245125.86896790686 6512085.416192899, 245125.86896790686 6532085.416192899))",0
365,365,"POLYGON ((245125.86896790686 6512085.416192899, 265125.86896790686 6512085.416192899, 265125.86896790686 6492085.416192899, 245125.86896790686 6492085.416192899, 245125.86896790686 6512085.416192899))",0
366,366,"POLYGON ((245125.86896790686 6492085.416192899, 265125.86896790686 6492085.416192899, 265125.86896790686 6472085.416192899, 245125.86896790686 6472085.416192899, 245125.86896790686 6492085.416192899))",0
367,367,"POLYGON ((245125.86896790686 6472085.416192899, 265125.86896790686 6472085.416192899, 265125.86896790686 6452085.416192899, 245125.86896790686 6452085.416192899, 245125.86896790686 6472085.416192899))",0
368,368,"POLYGON ((245125.86896790686 6452085.416192899, 265125.86896790686 6452085.416192899, 265125.86896790686 6432085.416192899, 245125.86896790686 6432085.416192899, 245125.86896790686 6452085.416192899))",0
369,369,"POLYGON ((245125.86896790686 6432085.416192899, 265125.86896790686 6432085.416192899, 265125.86896790686 6412085.416192899, 245125.86896790686 6412085.416192899, 245125.86896790686 6432085.416192899))",0
370,370,"POLYGON ((245125.86896790686 6412085.416192899, 265125.86896790686 6412085.416192899, 265125.86896790686 6392085.416192899, 245125.86896790686 6392085.416192899, 245125.86896790686 6412085.416192899))",0
371,371,"POLYGON ((245125.86896790686 6392085.416192899, 265125.86896790686 6392085.416192899, 265125.86896790686 6372085.416192899, 245125.86896790686 6372085.416192899, 245125.86896790686 6392085.416192899))",0
372,372,"POLYGON ((245125.86896790686 6372085.416192899, 265125.86896790686 6372085.416192899, 265125.86896790686 6352085.416192899, 245125.86896790686 6352085.416192899, 245125.86896790686 6372085.416192899))",0
373,373,"POLYGON ((245125.86896790686 6352085.416192899, 265125.86896790686 6352085.416192899, 265125.86896790686 6332085.416192899, 245125.86896790686 6332085.416192899, 245125.86896790686 6352085.416192899))",0
374,374,"POLYGON ((245125.86896790686 6332085.416192899, 265125.86896790686 6332085.416192899, 265125.86896790686 6312085.416192899, 245125.86896790686 6312085.416192899, 245125.86896790686 6332085.416192899))",0
375,375,"POLYGON ((245125.86896790686 6312085.416192899, 265125.86896790686 6312085.416192899, 265125.86896790686 6292085.416192899, 245125.86896790686 6292085.416192899, 245125.86896790686 6312085.416192899))",0
376,376,"POLYGON ((245125.86896790686 6292085.416192899, 265125.86896790686 6292085.416192899, 265125.86896790686 6272085.416192899, 245125.86896790686 6272085.416192899, 245125.86896790686 6292085.416192899))",0
377,377,"POLYGON ((245125.86896790686 6272085.416192899, 265125.86896790686 6272085.416192899, 265125.86896790686 6252085.416192899, 245125.86896790686 6252085.416192899, 245125.86896790686 6272085.416192899))",0
378,378,"POLYGON ((245125.86896790686 6252085.416192899, 265125.86896790686 6252085.416192899, 265125.86896790686 6232085.416192899, 245125.86896790686 6232085.416192899, 245125.86896790686 6252085.416192899))",0
379,379,"POLYGON ((245125.86896790686 6232085.416192899, 265125.86896790686 6232085.416192899, 265125.86896790686 6212085.416192899, 245125.86896790686 6212085.416192899, 245125.86896790686 6232085.416192899))",7
380,380,"POLYGON ((245125.86896790686 6212085.416192899, 265125.86896790686 6212085.416192899, 265125.86896790686 6192085.416192899, 245125.86896790686 6192085.416192899, 245125.86896790686 6212085.416192899))",0
381,381,"POLYGON ((245125.86896790686 6192085.416192899, 265125.86896790686 6192085.416192899, 265125.86896790686 6172085.416192899, 245125.86896790686 6172085.416192899, 245125.86896790686 6192085.416192899))",0
382,382,"POLYGON ((245125.86896790686 6172085.416192899, 265125.86896790686 6172085.416192899, 265125.86896790686 6152085.416192899, 245125.86896790686 6152085.416192899, 245125.86896790686 6172085.416192899))",0
383,383,"POLYGON ((245125.86896790686 6152085.416192899, 265125.86896790686 6152085.416192899, 265125.86896790686 6132085.416192899, 245125.86896790686 6132085.416192899, 245125.86896790686 6152085.416192899))",0
384,384,"POLYGON ((245125.86896790686 6132085.416192899, 265125.86896790686 6132085.416192899, 265125.86896790686 6112085.416192899, 245125.86896790686 6112085.416192899, 245125.86896790686 6132085.416192899))",0
385,385,"POLYGON ((245125.86896790686 6112085.416192899, 265125.86896790686 6112085.416192899, 265125.86896790686 6092085.416192899, 245125.86896790686 6092085.416192899, 245125.86896790686 6112085.416192899))",0
386,386,"POLYGON ((245125.86896790686 6092085.416192899, 265125.86896790686 6092085.416192899, 265125.86896790686 6072085.416192899, 245125.86896790686 6072085.416192899, 245125.86896790686 6092085.416192899))",0
387,387,"POLYGON ((245125.86896790686 6072085.416192899, 265125.86896790686 6072085.416192899, 265125.86896790686 6052085.416192899, 245125.86896790686 6052085.416192899, 245125.86896790686 6072085.416192899))",0
388,388,"POLYGON ((245125.86896790686 6052085.416192899, 265125.86896790686 6052085.416192899, 265125.86896790686 6032085.416192899, 245125.86896790686 6032085.416192899, 245125.86896790686 6052085.416192899))",0
389,389,"POLYGON ((245125.86896790686 6032085.416192899, 265125.86896790686 6032085.416192899, 265125.86896790686 6012085.416192899, 245125.86896790686 6012085.416192899, 245125.86896790686 6032085.416192899))",0
390,390,"POLYGON ((245125.86896790686 6012085.416192899, 265125.86896790686 6012085.416192899, 265125.86896790686 5992085.416192899, 245125.86896790686 5992085.416192899, 245125.86896790686 6012085.416192899))",0
391,391,"POLYGON ((245125.86896790686 5992085.416192899, 265125.86896790686 5992085.416192899, 265125.86896790686 5972085.416192899, 245125.86896790686 5972085.416192899, 245125.86896790686 5992085.416192899))",0
392,392,"POLYGON ((245125.86896790686 5972085.416192899, 265125.86896790686 5972085.416192899, 265125.86896790686 5952085.416192899, 245125.86896790686 5952085.416192899, 245125.86896790686 5972085.416192899))",0
393,393,"POLYGON ((245125.86896790686 5952085.416192899, 265125.86896790686 5952085.416192899, 265125.86896790686 5932085.416192899, 245125.86896790686 5932085.416192899, 245125.86896790686 5952085.416192899))",0
394,394,"POLYGON ((245125.86896790686 5932085.416192899, 265125.86896790686 5932085.416192899, 265125.86896790686 5912085.416192899, 245125.86896790686 5912085.416192899, 245125.86896790686 5932085.416192899))",0
395,395,"POLYGON ((245125.86896790686 5912085.416192899, 265125.86896790686 5912085.416192899, 265125.86896790686 5892085.416192899, 245125.86896790686 5892085.416192899, 245125.86896790686 5912085.416192899))",0
396,396,"POLYGON ((245125.86896790686 5892085.416192899, 265125.86896790686 5892085.416192899, 265125.86896790686 5872085.416192899, 245125.86896790686 5872085.416192899, 245125.86896790686 5892085.416192899))",0
397,397,"POLYGON ((245125.86896790686 5872085.416192899, 265125.86896790686 5872085.416192899, 265125.86896790686 5852085.416192899, 245125.86896790686 5852085.416192899, 245125.86896790686 5872085.416192899))",0
398,398,"POLYGON ((245125.86896790686 5852085.416192899, 265125.86896790686 5852085.416192899, 265125.86896790686 5832085.416192899, 245125.86896790686 5832085.416192899, 245125.86896790686 5852085.416192899))",0
399,399,"POLYGON ((245125.86896790686 5832085.416192899, 265125.86896790686 5832085.416192899, 265125.86896790686 5812085.416192899, 245125.86896790686 5812085.416192899, 245125.86896790686 5832085.416192899))",0
400,400,"POLYGON ((265125.86896790686 6612085.416192899, 285125.86896790686 6612085.416192899, 285125.86896790686 6592085.416192899, 265125.86896790686 6592085.416192899, 265125.86896790686 6612085.416192899))",0
401,401,"POLYGON ((265125.86896790686 6592085.416192899, 285125.86896790686 6592085.416192899, 285125.86896790686 6572085.416192899, 265125.86896790686 6572085.416192899, 265125.86896790686 6592085.416192899))",0
402,402,"POLYGON ((265125.86896790686 6572085.416192899, 285125.86896790686 6572085.416192899, 285125.86896790686 6552085.416192899, 265125.86896790686 6552085.416192899, 265125.86896790686 6572085.416192899))",0
403,403,"POLYGON ((265125.86896790686 6552085.416192899, 285125.86896790686 6552085.416192899, 285125.86896790686 6532085.416192899, 265125.86896790686 6532085.416192899, 265125.86896790686 6552085.416192899))",0
404,404,"POLYGON ((265125.86896790686 6532085.416192899, 285125.86896790686 6532085.416192899, 285125.86896790686 6512085.416192899, 265125.86896790686 6512085.416192899, 265125.86896790686 6532085.416192899))",0
405,405,"POLYGON ((265125.86896790686 6512085.416192899, 285125.86896790686 6512085.416192899, 285125.86896790686 6492085.416192899, 265125.86896790686 6492085.416192899, 265125.86896790686 6512085.416192899))",0
406,406,"POLYGON ((265125.86896790686 6492085.416192899, 285125.86896790686 6492085.416192899, 285125.86896790686 6472085.416192899, 265125.86896790686 6472085.416192899, 265125.86896790686 6492085.416192899))",0
407,407,"POLYGON ((265125.86896790686 6472085.416192899, 285125.86896790686 6472085.416192899, 285125.86896790686 6452085.416192899, 265125.86896790686 6452085.416192899, 265125.86896790686 6472085.416192899))",0
408,408,"POLYGON ((265125.86896790686 6452085.416192899, 285125.86896790686 6452085.416192899, 285125.86896790686 6432085.416192899, 265125.86896790686 6432085.416192899, 265125.86896790686 6452085.416192899))",0
409,409,"POLYGON ((265125.86896790686 6432085.416192899, 285125.86896790686 6432085.416192899, 285125.86896790686 6412085.416192899, 265125.86896790686 6412085.416192899, 265125.86896790686 6432085.416192899))",0
410,410,"POLYGON ((265125.86896790686 6412085.416192899, 285125.86896790686 6412085.416192899, 285125.86896790686 6392085.416192899, 265125.86896790686 6392085.416192899, 265125.86896790686 6412085.416192899))",0
411,411,"POLYGON ((265125.86896790686 6392085.416192899, 285125.86896790686 6392085.416192899, 285125.86896790686 6372085.416192899, 265125.86896790686 6372085.416192899, 265125.86896790686 6392085.416192899))",0
412,412,"POLYGON ((265125.86896790686 6372085.416192899, 285125.86896790686 6372085.416192899, 285125.86896790686 6352085.416192899, 265125.86896790686 6352085.416192899, 265125.86896790686 6372085.416192899))",0
413,413,"POLYGON ((265125.86896790686 6352085.416192899, 285125.86896790686 6352085.416192899, 285125.86896790686 6332085.416192899, 265125.86896790686 6332085.416192899, 265125.86896790686 6352085.416192899))",0
414,414,"POLYGON ((265125.86896790686 6332085.416192899, 285125.86896790686 6332085.416192899, 285125.86896790686 6312085.416192899, 265125.86896790686 6312085.416192899, 265125.86896790686 6332085.416192899))",0
